INFO:0 seconds: server-8 goes online
INFO:0 seconds: server-7 goes online
INFO:0 seconds: server-0 goes online
INFO:0 seconds: server-1 goes online
INFO:0 seconds: server-9 goes online
INFO:0 seconds: client-0 goes online
INFO:0 seconds: server-4 goes online
INFO:0 seconds: server-2 goes online
INFO:0 seconds: server-3 goes online
INFO:0 seconds: server-5 goes online
INFO:0 seconds: server-6 goes online
INFO:4 minutes and 28.44 seconds: BlockBackupComplete from client-0 to server-0
INFO:4 minutes and 28.44 seconds: client-0: 10 local blocks, 1 backed up blocks, 0 remote blocks held
INFO:4 minutes and 28.44 seconds: server-0: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:8 minutes and 56.87 seconds: BlockBackupComplete from client-0 to server-1
INFO:8 minutes and 56.87 seconds: client-0: 10 local blocks, 2 backed up blocks, 0 remote blocks held
INFO:8 minutes and 56.87 seconds: server-1: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:13 minutes and 25.31 seconds: BlockBackupComplete from client-0 to server-2
INFO:13 minutes and 25.31 seconds: client-0: 10 local blocks, 3 backed up blocks, 0 remote blocks held
INFO:13 minutes and 25.31 seconds: server-2: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:17 minutes and 53.74 seconds: BlockBackupComplete from client-0 to server-3
INFO:17 minutes and 53.74 seconds: client-0: 10 local blocks, 4 backed up blocks, 0 remote blocks held
INFO:17 minutes and 53.74 seconds: server-3: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:22 minutes and 22.18 seconds: BlockBackupComplete from client-0 to server-4
INFO:22 minutes and 22.18 seconds: client-0: 10 local blocks, 5 backed up blocks, 0 remote blocks held
INFO:22 minutes and 22.18 seconds: server-4: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:26 minutes and 50.61 seconds: BlockBackupComplete from client-0 to server-5
INFO:26 minutes and 50.61 seconds: client-0: 10 local blocks, 6 backed up blocks, 0 remote blocks held
INFO:26 minutes and 50.61 seconds: server-5: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:31 minutes and 19.05 seconds: BlockBackupComplete from client-0 to server-6
INFO:31 minutes and 19.05 seconds: client-0: 10 local blocks, 7 backed up blocks, 0 remote blocks held
INFO:31 minutes and 19.05 seconds: server-6: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:35 minutes and 47.48 seconds: BlockBackupComplete from client-0 to server-7
INFO:35 minutes and 47.48 seconds: client-0: 10 local blocks, 8 backed up blocks, 0 remote blocks held
INFO:35 minutes and 47.48 seconds: server-7: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:40 minutes and 15.92 seconds: BlockBackupComplete from client-0 to server-8
INFO:40 minutes and 15.92 seconds: client-0: 10 local blocks, 9 backed up blocks, 0 remote blocks held
INFO:40 minutes and 15.92 seconds: server-8: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:44 minutes and 44.35 seconds: BlockBackupComplete from client-0 to server-9
INFO:44 minutes and 44.35 seconds: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:44 minutes and 44.35 seconds: server-9: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:6 hours, 35 minutes and 16.47 seconds: client-0 goes offline
INFO:17 weeks, 1 day and 10 hours: client-0 goes online
INFO:17 weeks, 1 day and 13 hours: client-0 goes offline
INFO:17 weeks, 1 day and 18 hours: server-4 goes offline
INFO:17 weeks, 1 day and 18 hours: server-4 goes online
INFO:17 weeks, 1 day and 19 hours: server-1 recovers
INFO:17 weeks, 1 day and 19 hours: server-1 recovers
INFO:17 weeks, 1 day and 19 hours: server-1 goes online
INFO:17 weeks, 1 day and 21 hours: client-0 goes online
INFO:17 weeks, 1 day and 21 hours: BlockBackupComplete from client-0 to server-1
INFO:17 weeks, 1 day and 21 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:17 weeks, 1 day and 21 hours: server-1: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:17 weeks, 2 days and 9 hours: server-2 goes offline
INFO:17 weeks, 2 days and 9 hours: server-2 goes online
INFO:17 weeks, 2 days and 15 hours: client-0 goes offline
INFO:17 weeks, 2 days and 19 hours: client-0 goes online
INFO:17 weeks, 3 days and 10 hours: client-0 goes offline
INFO:17 weeks, 4 days and 5 hours: client-0 goes online
INFO:17 weeks, 4 days and 7 hours: client-0 goes offline
INFO:17 weeks, 4 days and 8 hours: client-0 goes online
INFO:17 weeks, 5 days and 9 hours: client-0 goes offline
INFO:17 weeks, 5 days and 12 hours: client-0 goes online
INFO:17 weeks, 6 days and 5 hours: client-0 goes offline
INFO:17 weeks, 6 days and 6 hours: client-0 goes online
INFO:17 weeks, 6 days and 17 hours: client-0 goes offline
INFO:17 weeks, 6 days and 20 hours: client-0 goes online
INFO:17 weeks, 6 days and 22 hours: server-5 goes offline
INFO:18 weeks, 2 hours and 23 minutes: server-7 fails
INFO:18 weeks, 4 hours and 2 minutes: client-0 goes offline
INFO:18 weeks, 5 hours and 48 minutes: server-5 goes online
INFO:18 weeks, 1 day and 1 hour: server-7 recovers
INFO:18 weeks, 1 day and 1 hour: server-7 recovers
INFO:18 weeks, 1 day and 1 hour: server-7 goes online
INFO:18 weeks, 1 day and 8 hours: server-3 goes offline
INFO:18 weeks, 1 day and 9 hours: server-3 goes online
INFO:18 weeks, 2 days and 11 hours: client-0 goes online
INFO:18 weeks, 2 days and 11 hours: BlockBackupComplete from client-0 to server-7
INFO:18 weeks, 2 days and 11 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:18 weeks, 2 days and 11 hours: server-7: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:18 weeks, 2 days and 14 hours: client-0 goes offline
INFO:18 weeks, 3 days and 38 minutes: server-7 fails
INFO:18 weeks, 3 days and 1 hour: client-0 goes online
INFO:18 weeks, 3 days and 2 hours: client-0 goes offline
INFO:18 weeks, 3 days and 20 hours: server-7 recovers
INFO:18 weeks, 3 days and 20 hours: server-7 recovers
INFO:18 weeks, 3 days and 20 hours: server-7 goes online
INFO:18 weeks, 3 days and 23 hours: server-1 goes offline
INFO:18 weeks, 4 days and 14 minutes: server-1 goes online
INFO:18 weeks, 4 days and 16 hours: client-0 goes online
INFO:18 weeks, 4 days and 16 hours: BlockBackupComplete from client-0 to server-7
INFO:18 weeks, 4 days and 16 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:18 weeks, 4 days and 16 hours: server-7: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:18 weeks, 4 days and 17 hours: server-5 goes offline
INFO:18 weeks, 4 days and 17 hours: server-5 goes online
INFO:18 weeks, 4 days and 19 hours: client-0 goes offline
INFO:18 weeks, 5 days and 23 hours: client-0 goes online
INFO:18 weeks, 5 days and 23 hours: client-0 goes offline
INFO:18 weeks, 6 days and 1 hour: client-0 goes online
INFO:18 weeks, 6 days and 15 hours: client-0 goes offline
INFO:18 weeks, 6 days and 17 hours: client-0 goes online
INFO:18 weeks, 6 days and 17 hours: client-0 goes offline
INFO:18 weeks, 6 days and 20 hours: client-0 goes online
INFO:19 weeks, 17 hours and 56 minutes: server-8 goes offline
INFO:19 weeks, 20 hours and 6 minutes: server-1 goes offline
INFO:19 weeks, 20 hours and 43 minutes: server-1 goes online
INFO:19 weeks, 21 hours and 11 minutes: server-8 goes online
INFO:19 weeks, 21 hours and 26 minutes: server-6 goes offline
INFO:19 weeks, 21 hours and 26 minutes: server-6 goes online
INFO:19 weeks, 1 day and 32 minutes: client-0 goes offline
INFO:19 weeks, 1 day and 12 hours: client-0 goes online
INFO:19 weeks, 2 days and 1 hour: client-0 goes offline
INFO:19 weeks, 2 days and 12 hours: client-0 goes online
INFO:19 weeks, 2 days and 13 hours: client-0 goes offline
INFO:19 weeks, 4 days and 2 hours: client-0 goes online
INFO:19 weeks, 4 days and 2 hours: client-0 goes offline
INFO:19 weeks, 4 days and 15 hours: client-0 goes online
INFO:19 weeks, 4 days and 15 hours: client-0 goes offline
INFO:19 weeks, 5 days and 10 hours: client-0 goes online
INFO:19 weeks, 6 days and 3 hours: server-7 goes offline
INFO:19 weeks, 6 days and 6 hours: server-7 goes online
INFO:20 weeks, 2 hours and 8 minutes: server-1 goes offline
INFO:20 weeks, 2 hours and 22 minutes: server-1 goes online
INFO:20 weeks, 4 hours and 10 minutes: client-0 goes offline
INFO:20 weeks, 7 hours and 54 minutes: client-0 goes online
INFO:20 weeks, 12 hours and 23 minutes: client-0 goes offline
INFO:20 weeks, 15 hours and 50 minutes: server-6 goes offline
INFO:20 weeks, 16 hours and 12 minutes: server-6 goes online
INFO:20 weeks, 20 hours and 19 minutes: client-0 goes online
INFO:20 weeks, 21 hours and 31 minutes: server-3 goes offline
INFO:20 weeks, 1 day and 18 minutes: server-3 goes online
INFO:20 weeks, 1 day and 8 hours: client-0 goes offline
INFO:20 weeks, 1 day and 12 hours: client-0 goes online
INFO:20 weeks, 2 days and 24 minutes: client-0 goes offline
INFO:20 weeks, 2 days and 4 hours: server-8 goes offline
INFO:20 weeks, 2 days and 5 hours: server-8 goes online
INFO:20 weeks, 2 days and 13 hours: client-0 goes online
INFO:20 weeks, 2 days and 17 hours: client-0 goes offline
INFO:20 weeks, 3 days and 15 hours: client-0 goes online
INFO:20 weeks, 3 days and 17 hours: client-0 goes offline
INFO:20 weeks, 4 days and 40.45 seconds: client-0 goes online
INFO:20 weeks, 4 days and 13 hours: client-0 goes offline
INFO:20 weeks, 5 days and 1 hour: client-0 goes online
INFO:20 weeks, 5 days and 4 hours: client-0 goes offline
INFO:20 weeks, 5 days and 22 hours: client-0 goes online
INFO:20 weeks, 6 days and 1 hour: client-0 goes offline
INFO:21 weeks, 6 hours and 39 minutes: server-8 goes offline
INFO:21 weeks, 8 hours and 51 minutes: server-8 goes online
INFO:21 weeks, 1 day and 2 hours: client-0 goes online
INFO:21 weeks, 1 day and 2 hours: client-0 goes offline
INFO:21 weeks, 1 day and 4 hours: server-7 goes offline
INFO:21 weeks, 1 day and 6 hours: server-7 goes online
INFO:21 weeks, 2 days and 11 hours: client-0 goes online
INFO:21 weeks, 2 days and 11 hours: client-0 goes offline
INFO:21 weeks, 2 days and 15 hours: client-0 goes online
INFO:21 weeks, 2 days and 16 hours: client-0 goes offline
INFO:21 weeks, 3 days and 11 hours: client-0 goes online
INFO:21 weeks, 3 days and 17 hours: client-0 goes offline
INFO:21 weeks, 3 days and 22 hours: client-0 goes online
INFO:21 weeks, 4 days and 2 hours: client-0 goes offline
INFO:21 weeks, 4 days and 7 hours: client-0 goes online
INFO:21 weeks, 4 days and 13 hours: server-6 goes offline
INFO:21 weeks, 4 days and 18 hours: client-0 goes offline
INFO:21 weeks, 4 days and 22 hours: server-6 goes online
INFO:21 weeks, 5 days and 1 hour: client-0 goes online
INFO:21 weeks, 5 days and 11 hours: client-0 goes offline
INFO:21 weeks, 5 days and 22 hours: server-7 goes offline
INFO:21 weeks, 6 days and 2 hours: server-7 goes online
INFO:21 weeks, 6 days and 13 hours: client-0 goes online
INFO:21 weeks, 6 days and 22 hours: client-0 goes offline
INFO:22 weeks, 15 hours and 44 minutes: client-0 goes online
INFO:22 weeks, 18 hours and 53 minutes: client-0 goes offline
INFO:22 weeks, 1 day and 1 hour: server-6 goes offline
INFO:22 weeks, 1 day and 1 hour: server-6 goes online
INFO:22 weeks, 1 day and 3 hours: client-0 goes online
INFO:22 weeks, 1 day and 5 hours: client-0 goes offline
INFO:22 weeks, 2 days and 3 hours: server-3 goes offline
INFO:22 weeks, 2 days and 6 hours: server-3 goes online
INFO:22 weeks, 2 days and 12 hours: client-0 goes online
INFO:22 weeks, 2 days and 23 hours: server-8 goes offline
INFO:22 weeks, 3 days and 48 minutes: server-7 goes offline
INFO:22 weeks, 3 days and 1 hour: server-7 goes online
INFO:22 weeks, 3 days and 2 hours: server-8 goes online
INFO:22 weeks, 3 days and 15 hours: client-0 goes offline
INFO:22 weeks, 3 days and 15 hours: client-0 goes online
INFO:22 weeks, 3 days and 18 hours: client-0 goes offline
INFO:22 weeks, 3 days and 22 hours: server-1 goes offline
INFO:22 weeks, 3 days and 22 hours: server-1 goes online
INFO:22 weeks, 3 days and 22 hours: client-0 goes online
INFO:22 weeks, 4 days and 7 hours: client-0 goes offline
INFO:22 weeks, 4 days and 16 hours: server-4 goes offline
INFO:22 weeks, 4 days and 16 hours: server-4 goes online
INFO:22 weeks, 6 days and 13 hours: client-0 goes online
INFO:22 weeks, 6 days and 15 hours: server-7 goes offline
INFO:22 weeks, 6 days and 16 hours: server-7 goes online
INFO:22 weeks, 6 days and 17 hours: client-0 goes offline
INFO:22 weeks, 6 days and 18 hours: client-0 goes online
INFO:23 weeks, 6 hours and 46 minutes: client-0 goes offline
INFO:23 weeks, 12 hours and 13 minutes: client-0 goes online
INFO:23 weeks, 19 hours and 30 minutes: client-0 goes offline
INFO:23 weeks, 1 day and 7 hours: client-0 goes online
INFO:23 weeks, 1 day and 13 hours: client-0 goes offline
INFO:23 weeks, 1 day and 14 hours: server-6 goes offline
INFO:23 weeks, 1 day and 15 hours: client-0 goes online
INFO:23 weeks, 1 day and 16 hours: server-6 goes online
INFO:23 weeks, 2 days and 4 hours: client-0 goes offline
INFO:23 weeks, 2 days and 20 hours: client-0 goes online
INFO:23 weeks, 3 days and 17 hours: client-0 goes offline
INFO:23 weeks, 3 days and 23 hours: server-6 goes offline
INFO:23 weeks, 4 days and 2 hours: server-6 goes online
INFO:23 weeks, 4 days and 12 hours: client-0 goes online
INFO:23 weeks, 5 days and 7 hours: client-0 goes offline
INFO:23 weeks, 5 days and 14 hours: client-0 goes online
INFO:23 weeks, 5 days and 20 hours: client-0 goes offline
INFO:23 weeks, 6 days and 9 hours: server-1 goes offline
INFO:23 weeks, 6 days and 11 hours: server-1 goes online
INFO:23 weeks, 6 days and 12 hours: server-0 goes offline
INFO:23 weeks, 6 days and 12 hours: server-0 goes online
INFO:24 weeks, 10 hours and 19 minutes: client-0 goes online
INFO:24 weeks, 20 hours and 46 minutes: client-0 goes offline
INFO:24 weeks, 22 hours and 46 minutes: client-0 goes online
INFO:24 weeks, 1 day and 10 hours: client-0 goes offline
INFO:24 weeks, 1 day and 10 hours: client-0 goes online
INFO:24 weeks, 2 days and 5 hours: client-0 goes offline
INFO:24 weeks, 2 days and 5 hours: server-5 goes offline
INFO:24 weeks, 2 days and 5 hours: server-5 goes online
INFO:24 weeks, 2 days and 14 hours: client-0 goes online
INFO:24 weeks, 2 days and 15 hours: client-0 goes offline
INFO:24 weeks, 3 days and 6 hours: client-0 goes online
INFO:24 weeks, 3 days and 7 hours: client-0 goes offline
INFO:24 weeks, 4 days and 6 hours: server-8 goes offline
INFO:24 weeks, 4 days and 7 hours: client-0 goes online
INFO:24 weeks, 4 days and 10 hours: server-8 goes online
INFO:24 weeks, 4 days and 12 hours: client-0 goes offline
INFO:24 weeks, 4 days and 17 hours: client-0 goes online
INFO:24 weeks, 5 days and 4 hours: client-0 goes offline
INFO:25 weeks, 4 hours and 46 minutes: server-6 goes offline
INFO:25 weeks, 4 hours and 53 minutes: server-6 goes online
INFO:25 weeks, 6 hours and 50 minutes: client-0 goes online
INFO:25 weeks, 19 hours and 18 minutes: client-0 goes offline
INFO:25 weeks, 1 day and 8 hours: server-7 goes offline
INFO:25 weeks, 1 day and 8 hours: server-7 goes online
INFO:25 weeks, 1 day and 16 hours: client-0 goes online
INFO:25 weeks, 1 day and 17 hours: client-0 goes offline
INFO:25 weeks, 1 day and 19 hours: server-1 goes offline
INFO:25 weeks, 1 day and 21 hours: server-1 goes online
INFO:25 weeks, 2 days and 18 hours: client-0 goes online
INFO:25 weeks, 3 days and 6 hours: client-0 goes offline
INFO:25 weeks, 3 days and 11 hours: client-0 goes online
INFO:25 weeks, 3 days and 21 hours: client-0 goes offline
INFO:25 weeks, 4 days and 23 hours: client-0 goes online
INFO:25 weeks, 5 days and 2 minutes: server-2 goes offline
INFO:25 weeks, 5 days and 7 hours: server-2 goes online
INFO:25 weeks, 5 days and 14 hours: client-0 goes offline
INFO:25 weeks, 6 days and 10 hours: client-0 goes online
INFO:25 weeks, 6 days and 14 hours: client-0 goes offline
INFO:25 weeks, 6 days and 17 hours: client-0 goes online
INFO:25 weeks, 6 days and 18 hours: client-0 goes offline
INFO:25 weeks, 6 days and 20 hours: client-0 goes online
INFO:26 weeks, 2 hours and 8 minutes: client-0 goes offline
INFO:26 weeks, 1 day and 6 hours: server-6 goes offline
INFO:26 weeks, 1 day and 6 hours: server-6 goes online
INFO:26 weeks, 1 day and 15 hours: client-0 goes online
INFO:26 weeks, 1 day and 22 hours: client-0 goes offline
INFO:26 weeks, 2 days and 5 hours: client-0 goes online
INFO:26 weeks, 2 days and 11 hours: server-1 goes offline
INFO:26 weeks, 2 days and 12 hours: client-0 goes offline
INFO:26 weeks, 2 days and 13 hours: client-0 goes online
INFO:26 weeks, 2 days and 15 hours: server-1 goes online
INFO:26 weeks, 3 days and 20 hours: client-0 goes offline
INFO:26 weeks, 4 days and 26 minutes: client-0 goes online
INFO:26 weeks, 4 days and 2 hours: server-3 goes offline
INFO:26 weeks, 4 days and 4 hours: server-3 goes online
INFO:26 weeks, 4 days and 7 hours: client-0 goes offline
INFO:26 weeks, 4 days and 13 hours: client-0 goes online
INFO:26 weeks, 4 days and 20 hours: client-0 goes offline
INFO:26 weeks, 5 days and 20 hours: client-0 goes online
INFO:26 weeks, 6 days and 5 hours: client-0 goes offline
INFO:26 weeks, 6 days and 19 hours: server-7 goes offline
INFO:26 weeks, 6 days and 21 hours: server-7 goes online
INFO:27 weeks, 2 days and 16 hours: server-6 goes offline
INFO:27 weeks, 2 days and 17 hours: server-6 goes online
INFO:27 weeks, 4 days and 21 hours: client-0 goes online
INFO:27 weeks, 5 days and 6 hours: client-0 goes offline
INFO:27 weeks, 5 days and 16 hours: client-0 goes online
INFO:27 weeks, 6 days and 4 hours: server-0 goes offline
INFO:27 weeks, 6 days and 4 hours: server-0 goes online
INFO:28 weeks, 17 hours and 14 minutes: client-0 goes offline
INFO:28 weeks, 1 day and 2 hours: client-0 goes online
INFO:28 weeks, 1 day and 15 hours: client-0 goes offline
INFO:28 weeks, 2 days and 6 hours: client-0 goes online
INFO:28 weeks, 2 days and 10 hours: client-0 goes offline
INFO:28 weeks, 2 days and 16 hours: client-0 goes online
INFO:28 weeks, 2 days and 19 hours: client-0 goes offline
INFO:28 weeks, 4 days and 14 hours: client-0 goes online
INFO:28 weeks, 4 days and 19 hours: client-0 goes offline
INFO:28 weeks, 5 days and 16 hours: client-0 goes online
INFO:28 weeks, 5 days and 20 hours: client-0 goes offline
INFO:28 weeks, 6 days and 12 hours: client-0 goes online
INFO:28 weeks, 6 days and 20 hours: client-0 goes offline
INFO:29 weeks, 44 minutes and 38.53 seconds: client-0 goes online
INFO:29 weeks, 3 hours and 57 minutes: client-0 goes offline
INFO:29 weeks, 6 hours and 28 minutes: server-0 goes offline
INFO:29 weeks, 8 hours and 47 minutes: server-0 goes online
INFO:29 weeks, 18 hours and 1 minute: client-0 goes online
INFO:29 weeks, 20 hours and 48 minutes: server-8 fails
INFO:29 weeks, 21 hours and 29 minutes: client-0 goes offline
INFO:29 weeks, 23 hours and 48 minutes: server-3 goes offline
INFO:29 weeks, 1 day and 1 hour: server-3 goes online
INFO:29 weeks, 1 day and 14 hours: server-6 goes offline
INFO:29 weeks, 1 day and 16 hours: server-6 goes online
INFO:29 weeks, 1 day and 17 hours: client-0 goes online
INFO:29 weeks, 1 day and 17 hours: server-8 recovers
INFO:29 weeks, 1 day and 17 hours: server-8 recovers
INFO:29 weeks, 1 day and 17 hours: server-8 goes online
INFO:29 weeks, 1 day and 17 hours: BlockBackupComplete from client-0 to server-8
INFO:29 weeks, 1 day and 17 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:29 weeks, 1 day and 17 hours: server-8: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:29 weeks, 1 day and 22 hours: client-0 goes offline
INFO:29 weeks, 2 days and 20 hours: client-0 goes online
INFO:29 weeks, 2 days and 20 hours: client-0 goes offline
INFO:29 weeks, 3 days and 4 hours: client-0 goes online
INFO:29 weeks, 3 days and 11 hours: client-0 goes offline
INFO:29 weeks, 3 days and 23 hours: server-3 goes offline
INFO:29 weeks, 4 days and 24 minutes: server-3 goes online
INFO:29 weeks, 4 days and 20 hours: client-0 goes online
INFO:29 weeks, 5 days and 4 hours: client-0 goes offline
INFO:29 weeks, 5 days and 9 hours: client-0 goes online
INFO:29 weeks, 6 days and 32 minutes: client-0 goes offline
INFO:29 weeks, 6 days and 7 hours: client-0 goes online
INFO:29 weeks, 6 days and 17 hours: client-0 goes offline
INFO:29 weeks, 6 days and 21 hours: server-7 goes offline
INFO:29 weeks, 6 days and 22 hours: client-0 goes online
INFO:30 weeks, 30 minutes and 48.96 seconds: server-7 goes online
INFO:30 weeks, 1 hour and 17 minutes: client-0 goes offline
INFO:30 weeks, 8 hours and 2 minutes: client-0 goes online
INFO:30 weeks, 19 hours and 53 minutes: server-1 goes offline
INFO:30 weeks, 22 hours and 25 minutes: server-1 goes online
INFO:30 weeks, 1 day and 7 hours: client-0 goes offline
INFO:30 weeks, 3 days and 53 minutes: client-0 goes online
INFO:30 weeks, 3 days and 3 hours: client-0 goes offline
INFO:30 weeks, 3 days and 6 hours: client-0 goes online
INFO:30 weeks, 3 days and 7 hours: server-5 goes offline
INFO:30 weeks, 3 days and 7 hours: server-5 goes online
INFO:30 weeks, 3 days and 10 hours: client-0 goes offline
INFO:30 weeks, 3 days and 11 hours: client-0 goes online
INFO:30 weeks, 3 days and 22 hours: client-0 goes offline
INFO:30 weeks, 6 days and 21 minutes: client-0 goes online
INFO:30 weeks, 6 days and 1 hour: client-0 goes offline
INFO:30 weeks, 6 days and 8 hours: client-0 goes online
INFO:30 weeks, 6 days and 12 hours: client-0 goes offline
INFO:30 weeks, 6 days and 15 hours: client-0 goes online
INFO:30 weeks, 6 days and 16 hours: client-0 goes offline
INFO:31 weeks, 21 hours and 38 minutes: server-7 goes offline
INFO:31 weeks, 21 hours and 47 minutes: server-7 goes online
INFO:31 weeks, 1 day and 10 hours: client-0 goes online
INFO:31 weeks, 1 day and 11 hours: client-0 goes offline
INFO:31 weeks, 1 day and 13 hours: client-0 goes online
INFO:31 weeks, 1 day and 18 hours: client-0 goes offline
INFO:31 weeks, 1 day and 18 hours: client-0 goes online
INFO:31 weeks, 1 day and 21 hours: client-0 goes offline
INFO:31 weeks, 2 days and 32 minutes: server-3 fails
INFO:31 weeks, 2 days and 44 minutes: server-8 goes offline
INFO:31 weeks, 2 days and 1 hour: server-8 goes online
INFO:31 weeks, 2 days and 5 hours: client-0 goes online
INFO:31 weeks, 2 days and 13 hours: client-0 goes offline
INFO:31 weeks, 3 days and 8 hours: server-6 goes offline
INFO:31 weeks, 3 days and 9 hours: server-6 goes online
INFO:31 weeks, 3 days and 14 hours: server-3 recovers
INFO:31 weeks, 3 days and 14 hours: server-3 recovers
INFO:31 weeks, 3 days and 14 hours: server-3 goes online
INFO:31 weeks, 4 days and 6 hours: client-0 goes online
INFO:31 weeks, 4 days and 6 hours: BlockBackupComplete from client-0 to server-3
INFO:31 weeks, 4 days and 6 hours: client-0: 10 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:31 weeks, 4 days and 6 hours: server-3: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:31 weeks, 4 days and 6 hours: client-0 goes offline
INFO:31 weeks, 4 days and 15 hours: client-0 goes online
INFO:31 weeks, 4 days and 17 hours: client-0 goes offline
INFO:31 weeks, 4 days and 21 hours: client-0 goes online
INFO:31 weeks, 6 days and 1 hour: client-0 goes offline
INFO:31 weeks, 6 days and 5 hours: server-0 goes offline
INFO:31 weeks, 6 days and 9 hours: server-0 goes online
INFO:31 weeks, 6 days and 11 hours: client-0 goes online
INFO:31 weeks, 6 days and 13 hours: client-0 goes offline
INFO:31 weeks, 6 days and 18 hours: client-0 goes online
INFO:31 weeks, 6 days and 21 hours: client-0 goes offline
INFO:32 weeks, 19 hours and 2 minutes: client-0 goes online
INFO:32 weeks, 1 day and 1 hour: client-0 goes offline
INFO:32 weeks, 1 day and 19 hours: client-0 goes online
INFO:32 weeks, 2 days and 2 hours: server-7 goes offline
INFO:32 weeks, 2 days and 3 hours: server-7 goes online
INFO:32 weeks, 2 days and 5 hours: client-0 goes offline
INFO:32 weeks, 2 days and 6 hours: client-0 goes online
INFO:32 weeks, 2 days and 10 hours: client-0 goes offline
INFO:32 weeks, 2 days and 11 hours: client-0 goes online
INFO:32 weeks, 2 days and 18 hours: client-0 goes offline
INFO:32 weeks, 3 days and 18 hours: client-0 goes online
INFO:32 weeks, 4 days and 11 hours: client-0 goes offline
INFO:32 weeks, 5 days and 13 hours: client-0 goes online
INFO:32 weeks, 5 days and 19 hours: client-0 goes offline
INFO:32 weeks, 6 days and 40 minutes: client-0 goes online
INFO:32 weeks, 6 days and 9 hours: client-0 goes offline
INFO:32 weeks, 6 days and 23 hours: server-8 goes offline
INFO:32 weeks, 6 days and 23 hours: server-8 goes online
INFO:33 weeks, 5 hours and 15 minutes: client-0 goes online
INFO:33 weeks, 13 hours and 21 minutes: client-0 goes offline
INFO:33 weeks, 22 hours and 28 minutes: client-0 goes online
INFO:33 weeks, 1 day and 2 hours: client-0 goes offline
INFO:33 weeks, 2 days and 1 hour: server-8 goes offline
INFO:33 weeks, 2 days and 3 hours: server-8 goes online
INFO:33 weeks, 2 days and 14 hours: client-0 fails
INFO:33 weeks, 3 days and 5 minutes: client-0 recovers
INFO:33 weeks, 3 days and 5 minutes: client-0 recovers
INFO:33 weeks, 3 days and 5 minutes: client-0 goes online
INFO:33 weeks, 3 days and 7 minutes: BlockRestoreComplete from server-0 to client-0
INFO:33 weeks, 3 days and 7 minutes: server-0: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:33 weeks, 3 days and 7 minutes: client-0: 1 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:33 weeks, 3 days and 8 minutes: BlockRestoreComplete from server-1 to client-0
INFO:33 weeks, 3 days and 8 minutes: server-1: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:33 weeks, 3 days and 8 minutes: client-0: 2 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:33 weeks, 3 days and 9 minutes: BlockRestoreComplete from server-2 to client-0
INFO:33 weeks, 3 days and 9 minutes: server-2: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:33 weeks, 3 days and 9 minutes: client-0: 3 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:33 weeks, 3 days and 10 minutes: BlockRestoreComplete from server-3 to client-0
INFO:33 weeks, 3 days and 10 minutes: server-3: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:33 weeks, 3 days and 10 minutes: client-0: 4 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:33 weeks, 3 days and 11 minutes: BlockRestoreComplete from server-4 to client-0
INFO:33 weeks, 3 days and 11 minutes: server-4: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:33 weeks, 3 days and 11 minutes: client-0: 5 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:33 weeks, 3 days and 12 minutes: BlockRestoreComplete from server-5 to client-0
INFO:33 weeks, 3 days and 12 minutes: server-5: 0 local blocks, 0 backed up blocks, 1 remote blocks held
INFO:33 weeks, 3 days and 12 minutes: client-0: 6 local blocks, 10 backed up blocks, 0 remote blocks held
INFO:33 weeks, 3 days and 13 minutes: BlockRestoreComplete from server-6 to client-0
